Número Documento;Fecha Recepción;cufe;Fecha Emisión;Fecha Vencimiento;Tipo Identificación Adquiriente;Identificación Adquiriente;Nombre Adquiriente; SubTotal;Total Base Imponible;SubTotal Mas Tributos;Total Descuentos; Total Cargos;Total Anticipos;Total;estado;Usuario Creación;Fecha Creación;Descripción Error
CC4210444;2020-09-03 22:41:34.058;f91a46ca6e52a9560240357d3071c5f0ded1aff28cc61a6bbb0e857bc4041ee3bef665cb79cb031ae581e3255df59189;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;13;29007504;SIXTA TULIA BRAVO MONTOYA;350000.00;0.00;350000.00;0.00;0.00;0.00;350000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:34.059;
CC4210443;2020-09-03 22:41:33.339;5167446e414a261a7dc72611ec1f190dd7ae867738a5fec01d9e72c675a5627bd2692efcc0f213085853236826e2f19c;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;13;29007504;SIXTA TULIA BRAVO MONTOYA;83766.00;0.00;83766.00;0.00;0.00;0.00;83766.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:33.339;
CC4210439;2020-09-03 22:41:30.177;2d0e4b70fdf7369c08eee6ded42f97dbd23053e39a69fbdca9b644baab80ddcb700d2f384ee76215c103bb97832592a5;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;901021565;EMSSANAR SAS;4643562.00;0.00;4643562.00;0.00;0.00;0.00;4643562.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:30.177;
CC4210438;2020-09-03 22:41:28.404;162a489fc2dc3de1f939f2dcdf0c487c91a1336f10f84fea8efbca6b376fd041e9a785f25860cef9a9512397da75c89c;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;830007355;FRESENIUS MEDICAL CARE COLOMBIA SA;53000.00;0.00;53000.00;0.00;0.00;0.00;53000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:28.404;
CC4210437;2020-09-03 22:41:27.592;938b33f1bf37ff6e1e313b70ec3e82248b6f9fdfcd9baf93e186453b0c42d9c74eec77c93a079981a07f97e00270634a;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;900669258;UT VIVA 1A SEDE CALI;35020.00;0.00;35020.00;0.00;0.00;3400.00;31620.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:27.593;
CC4210434;2020-09-03 22:41:25.126;f86e64a70dc55789e3973e5910d8d0afaa3d3df8e73d33ed802351d839d013450c148188ae655f106ed13bb70ce31d0f;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;860037013;COMPAÑIA MUNDIAL DE SEGUROS SA;785042.00;0.00;785042.00;0.00;0.00;0.00;785042.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:25.127;
CC4210436;2020-09-03 22:41:26.85;e27378ae3a622c2305e7f545fab96669b62f2439f6d7bd7196644763d5817cea92be157c0d24dd840720778b28c777f0;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;900669258;UT VIVA 1A SEDE CALI;59786.00;0.00;59786.00;0.00;0.00;3400.00;56386.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:26.85;
CC4210435;2020-09-03 22:41:25.985;a7bb113649c61382d1dda4afb0bf40184bbc92932058d780e6e8823ea1b097ba8f541a30f2b0b4cc697267c5dca39d05;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;830007355;FRESENIUS MEDICAL CARE COLOMBIA SA;32500.00;0.00;32500.00;0.00;0.00;0.00;32500.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:25.985;
CC4210422;2020-09-03 22:41:13.896;0c802f91c7147f8daab5358a95081ee1819a8290cdae22e78df89cfbc315e82bdadc216dec79a6494eafe37c205238f5;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;901021565;EMSSANAR SAS;795644.00;0.00;795644.00;0.00;0.00;0.00;795644.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:13.897;
CC4210421;2020-09-03 22:41:12.875;68358a55d771fa0378ab59e98c00dfb5ba95adc67e813b2652ad66714ddd4ea4c52e41c942e5bca05a9708449b40e332;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;901021565;EMSSANAR SAS;1080914.00;0.00;1080914.00;0.00;0.00;0.00;1080914.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:12.876;
CC4210420;2020-09-03 22:41:11.897;79fd058f2b75831c0efeb0b34f5d91482116e8f097e293057c7c8045db51cde167ae1e840bc8899ad655b1facfbe2dc5;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;901021565;EMSSANAR SAS;32331142.00;0.00;32331142.00;0.00;0.00;0.00;32331142.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:11.897;
CC4210419;2020-09-03 22:41:07.406;9274bef16bc4892b76251eb807807ce97ebd26fe72d13604a8b50e94071571262f34194b4e8e902a59fb1d6c09a36d87;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;5093252.00;0.00;5093252.00;0.00;0.00;0.00;5093252.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:07.407;
CC4210418;2020-09-03 22:41:04.774;90e8e6ed2895a43fb18ce6c41f5e04cda839d95f7969a0d4311dfbcdfe8eef1695ca7ee05e997fb73de59c9370b0b7dc;2020-09-03 00:00:00.0;2020-09-03 00:00:00.0;31;860002503;COMPAÑIA DE SEGUROS BOLIVAR SA;492154.00;0.00;492154.00;0.00;0.00;0.00;492154.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:04.774;
CC4210417;2020-09-03 22:41:03.76;3da5528ed34b46ad9d1467c04df7a97f8a941ff4452f397ad7fd76400a2106f2736b76877683ed6997063961df59656e;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;817001773;ASOCIACION INDÍGENA DEL CAUCA;201717.00;0.00;201717.00;0.00;0.00;0.00;201717.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:03.761;
CB8210072;2020-09-03 12:55:15.375;2e869909f2af04e271b5aca30e49cbf1d633f818f501d7d1290630de300063ed3770afb11f74bb4c8ec8312148f71c82;2020-04-13 00:00:00.0;2020-05-13 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;1335620.00;0.00;1335620.00;0.00;0.00;0.00;1182024.00;Documento Validado con Error;F0001CNUESTRA                                     ;2020-09-03 12:55:15.375;[ {  "codigo" : "F108",  "valor" : "El valor del [total] es diferente a la suma de los [totales] del documento."} ]
CB8210370;2020-09-03 12:54:38.889;62e57bbd1a92cd085cb2d5646ad7a4988e893864516ee98f9d6d9ff2df9bd7b0412c759348ddc4aac5e14d9de13ad8b0;2020-04-22 00:00:00.0;2020-05-22 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;4006860.00;0.00;4006860.00;0.00;0.00;251929.00;3754931.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 12:54:38.889;
CB8210246;2020-09-03 12:52:19.221;ef301b9bc4faf85a511eecd02c41ba40f961aabb15453839e50168e58e05e130744a9ae4de6089fc0829d80e6810248a;2020-04-19 00:00:00.0;2020-05-19 00:00:00.0;31;804002105;COMPARTA EPS-S;205300.00;0.00;205300.00;0.00;0.00;0.00;205300.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 12:52:19.221;
CB8209936;2020-09-03 12:50:31.473;09ead37923d06f40ec47fab63b411d4d4a91c375267bba72940ae8aea80d3300da7d4c98ff15b81ad5bae233edea5ee5;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;805000427;COOMEVA ENTIDAD PROMOTORA DE SALUD SA;488095000.00;0.00;488095000.00;0.00;0.00;22208321.00;465886679.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 12:50:31.473;El documento [CB8209936] ya se encuentra en estado validado por la Dian.
CB8209911;2020-09-03 12:47:55.384;92e7ca41d73175821596dbe9978bf40a86f48ab8bf35dc38c4db47c7cb21f0e0282a602f057a9244b1f968d883b6692f;2020-04-07 00:00:00.0;2020-05-07 00:00:00.0;31;804002105;COMPARTA EPS-S;327275.00;0.00;327275.00;0.00;0.00;0.00;327275.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 12:47:55.384;
CC4210453;2020-09-03 22:41:42.895;59b16e1a3906d67a6e0293e7ed42739bb20a6a38714a68bb9b9cac84757d63346abf3da4808bcb489e4796f1ba7d320b;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;805000427;COOMEVA EPS SA;427500.00;0.00;427500.00;0.00;0.00;0.00;427500.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:42.895;
CC4210452;2020-09-03 22:41:41.975;4441dc1287e71d35b8d0ce618dae4d3fdf8e17394584d79b7cc3e4f7944ae32317e9dd0a8dd5ce04bee61ac62f440553;2020-09-03 00:00:00.0;2020-10-03 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;216994.00;0.00;216994.00;0.00;0.00;0.00;216994.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 22:41:41.975;
CB8209969;2020-09-03 12:47:11.921;f0eeabf18de36ad5038299984cbb7f681144b157491bb84cf71f48c7d10018f56d2efc4a06e77635b33989a589c401bc;2020-04-10 00:00:00.0;2020-05-10 00:00:00.0;31;901127065;UNION TEMPORAL TOLIHUILA;134959.00;0.00;134959.00;0.00;0.00;0.00;134959.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 12:47:11.921;
CB8210330;2020-09-03 12:46:16.103;5dfecef4772a426fbe4c70287d6e8dd3604aa38745a575162fc8ea5a1059f4db0d6326d7856a06023f6bd9d6dc104738;2020-04-21 00:00:00.0;2020-04-21 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;332010.00;0.00;332010.00;0.00;0.00;38181.15;293828.85;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 12:46:16.103;
CB8209266;2020-09-03 12:40:13.222;c6b222d6442d3586c50d4642a49210c61d007c9bc2ba1fcf10038ce4015f4de636efc8da1b132a4a04a7316b5f4e34e2;2020-03-24 00:00:00.0;2020-04-23 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;127000.00;0.00;127000.00;0.00;0.00;3400.00;123600.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 12:40:13.223;
CB8210152;2020-09-03 10:11:09.155;c63415af477f3f59749be79796ee136d23df36ed37efa3046e8934efea46e2fe76529f30b1b6e70dd7c4a8d1ce992490;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;65742.00;0.00;65742.00;0.00;0.00;0.00;65742.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:11:09.155;
CB8210151;2020-09-03 10:11:08.035;f5228799b846f268f07889dfdbcdff31dbd939488d90868360a48790c6dff4134ed43f0d26c9bce170483990bd113d00;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;19350.00;0.00;19350.00;0.00;0.00;0.00;19350.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:11:08.035;
CB8210150;2020-09-03 10:11:05.829;9ebcbb0aae5db0493f8e7b64a08bccc3b162a3f05da8324fe8f17287b8e6340732b5ba15e4e831caff0368686cfff23f;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;28156.00;0.00;28156.00;0.00;0.00;0.00;28156.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:11:05.83;
CB8210149;2020-09-03 10:11:01.411;41f9e1b9016ca1153e43e179c36e9f7b496e508ea492dae51dddf26352a1e57d0a39e9e08cd5bdaafda3e69142e28362;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;126525.00;0.00;126525.00;0.00;0.00;0.00;126525.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:11:01.411;
CB8210148;2020-09-03 10:10:59.614;36144214866f99d77e6ad67692f590f23c67fda84cafb72f200169c39a78cae37a89d3467a049e8b313ee7b943ea199d;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;34314.00;0.00;34314.00;0.00;0.00;0.00;34314.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:59.615;
CB8210147;2020-09-03 10:10:58.021;14dbf9d40eb26f810a3ebc5495d8b60bf6c8f024fb6e307304947be8a75ed4aade143f71307346919aa2c562fcf6d9bb;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;34420.00;0.00;34420.00;0.00;0.00;0.00;34420.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:58.021;
CB8210146;2020-09-03 10:10:55.196;7fef508658e3b9373d732ed8234867622bfafede5ed398648caf52c57ad56fbacdefc910ff75ad304fb3d63c3153dd0d;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;16799.00;0.00;16799.00;0.00;0.00;0.00;16799.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:55.197;
CB8210145;2020-09-03 10:10:44.267;211b233a4606cc2678173f583ced10b8f67a80eb9c237d8a0f9c24489c5b1d3a32854893d0b2a60dd910ec221d9bb2ed;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:44.267;
CB8210144;2020-09-03 10:10:43.103;dcaa9a95dfb0685a9a501aa4f8f7f2a3d961933e636818f89ef9f9fa2b32bd001cd688ce87f3cfc8d7847d9d6d407295;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;18490.00;0.00;18490.00;0.00;0.00;0.00;18490.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:43.103;
CB8210143;2020-09-03 10:10:38.684;fe569e87df48374a8de7742c0157eb76412ce4827fef11102b69dab25a5471db5c2884f6ff56eac5f00c2622fbc9a60e;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;134560.00;0.00;134560.00;0.00;0.00;0.00;134560.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:38.684;
CB8210142;2020-09-03 10:10:35.892;452d0df53c9ea88fab2f5ee51489b1ad07b3a44ca7e6d1202f44c82ece7e583c7697f897a1794ca5441200b031fc5ff7;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;303715.00;0.00;303715.00;0.00;0.00;0.00;303715.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:35.892;
CB8210141;2020-09-03 10:10:32.506;c5947a3afb680dd49dbc9451cdd4921414f4122f651c3ae7f2bba0966fc8ede986773d0998f6bbc85155010129c51e35;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;47740.00;0.00;47740.00;0.00;0.00;3400.00;44340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:32.506;
CB8210139;2020-09-03 10:10:23.216;94f2039b1ca0d31816911fb00784cb6d5b40432cc4e33bf86343076ce743ad38d6fdfbce26224ae811f7ddb9dd035bb4;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;900156264;NUEVA EMPRESA PROMOTORA DE SALUD SA;105500.00;0.00;105500.00;0.00;0.00;0.00;105500.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:23.216;
CB8210140;2020-09-03 10:10:24.138;f4d1a274fd2fd70e847a307002e802afa302bbcbaa43ef432d50481858ba3c834e6223495bec73da9b21e47621f33e54;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;900156264;NUEVA EMPRESA PROMOTORA DE SALUD SA;122020.00;0.00;122020.00;0.00;0.00;0.00;122020.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:24.138;
CB8210124;2020-09-03 10:10:21.987;595ae9f677af4e368c0b84d637e324f6dce59a48ec6be79dce360c4a7c83996b1358e4598600afbb2f2f02fad842b0d0;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;1504030.00;0.00;1504030.00;0.00;0.00;0.00;1504030.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:21.988;
CB8210138;2020-09-03 10:10:20.827;2f4ca1dcdf33bd70eb6a72de02ad1dcc30fb895b2cbbfa895fdeee8cf0f32b3fcaa96af6a0da5745a45b89b41272cee0;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;900935126;ASMET SALUD EPS SAS;64340.00;0.00;64340.00;0.00;0.00;0.00;64340.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:20.827;
CB8210136;2020-09-03 10:10:13.534;8bc14c50d8ceee7aa6944b5a420ceedc8e1fa4313cfa87c07297561a3fb2147e875356fe84b12c74d212d7e2d66d109c;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;860066942;CAJA DE COMPENSACIÓN FAMILIAR COMPENSAR SA;18419.00;0.00;18419.00;0.00;0.00;3400.00;15019.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:13.534;
CB8210135;2020-09-03 10:10:10.69;6b6ae27db1140ff9a4a09789c04b6a05ba3ec2df01202925c78bc718d22d34125b09f3a217cb706c447b724e83006826;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;805000427;COOMEVA ENTIDAD PROMOTORA DE SALUD SA;36590.00;0.00;36590.00;0.00;0.00;3400.00;33190.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:10.69;
CB8210134;2020-09-03 10:10:09.808;9debd7cb63ffffdfb436f4eb463d6ad35c57bf844d21f092464953dc15c2932d1b1f47069061170cb386883f2c64ba7e;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;901097473;MEDIMAS EPS SAS;218860.00;0.00;218860.00;0.00;0.00;0.00;218860.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:10:09.809;
CB8210121;2020-09-03 10:09:48.689;07b046e974d88fd8afbf2723d20df4235713bf36b3997f703cb5e7ff31fbb39612f694af9dfdedf40dd14463d77504bc;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;860066942;CAJA DE COMPENSACIÓN FAMILIAR COMPENSAR SA;3361145.00;0.00;3361145.00;0.00;0.00;251930.00;3109215.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:09:48.689;
CB8210114;2020-09-03 10:09:39.898;00a7f0b691977ec71d8acdb3ce3eb7e6244474439a96632c52e03fafbfe87581ad3433b420df4b592949400456332c0b;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;830003564;ENTIDAD PROMOTORA DE SALUD FAMISANAR SAS;34656387.00;0.00;34656387.00;0.00;0.00;0.00;34656387.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:09:39.898;
CB8210126;2020-09-03 10:10:08.382;1973b4f2fc0ef773b38ed80f9c9ccbc31ea5ddbaef214403f5db7b901a6c251398702939b8d22140c9ead9ba9b603063;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;2200790.00;0.00;2200790.00;0.00;0.00;200000.00;1948861.00;Documento Validado con Error;F0001CNUESTRA                                     ;2020-09-03 10:10:08.382;[ {  "codigo" : "F108",  "valor" : "El valor del [total] es diferente a la suma de los [totales] del documento."} ]
CB8210115;2020-09-03 10:09:40.838;75a57e561d4045d6c8e7618a50a8d31649ddd73bdafe64e788d7a7a4913cdd3d2caa720b12e18da41558606792d06c3c;2020-04-15 00:00:00.0;2020-05-15 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;262798.00;0.00;262798.00;0.00;0.00;30000.00;232576.00;Documento Validado con Error;F0001CNUESTRA                                     ;2020-09-03 10:09:40.838;[ {  "codigo" : "F108",  "valor" : "El valor del [total] es diferente a la suma de los [totales] del documento."} ]
CB8210117;2020-09-03 10:06:58.773;6fd1d786697f87ef07b79ab654346814d9e94d6d6908c888696b31b358d5e6cd7bf4494186ee1abde7f7c0d5ddf0fe38;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;900876345;INSTITUTO CARDIOVASCULAR DEL TOLIMA SAS;1943160.00;0.00;1943160.00;0.00;0.00;0.00;1943160.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:06:58.773;
CB8210158;2020-09-03 10:06:52.534;7d0b79572b52b98dcd88a676f0804249da08189a77a075c294248bba9088ad303c6b4e9c7cfee742b8049debf4dba032;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;60740.00;0.00;60740.00;0.00;0.00;0.00;60740.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:06:52.534;
CB8210157;2020-09-03 10:06:51.359;60e29d419b27e0356e1082cede641fa626373c8157bb2d66ee48c19266d7b2944cfca7d044864707e5dbff696a803895;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;19350.00;0.00;19350.00;0.00;0.00;0.00;19350.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:06:51.359;
CB8210156;2020-09-03 10:06:47.993;59059474db0dc00378e079ae256e74280e46e1f690dd07a09d2a64454a4b4a4726c49ffe40e4ab4d9d991ee6bdc12cfa;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;46210.00;0.00;46210.00;0.00;0.00;0.00;46210.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:06:47.994;
CB8210154;2020-09-03 10:06:41.48;56c687dbac785e470286392ad7acd10c23d1680446e1c9f7adb751a9868b7c6e2e2c3470b5a7b49690ed4446bece1790;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;16150.00;0.00;16150.00;0.00;0.00;0.00;16150.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:06:41.481;
CB8210155;2020-09-03 10:06:43.476;ef0ed1b44060654d320f43cb78725ec31d9a004f758750a7b2d011cb58a1b943820d509fa6c82d628e98efa0152d5f82;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;107304.00;0.00;107304.00;0.00;0.00;0.00;107304.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:06:43.477;
CB8210153;2020-09-03 10:06:39.559;fc9a60bc83b112580a866a1e929417309c68b6f50cb5b141d061be23d1ddd43ccc546403ec2f0c8df0b090cf35520ee2;2020-04-15 00:00:00.0;2020-04-15 00:00:00.0;31;901323312;UNION SALUD AMERICA;90660.00;0.00;90660.00;0.00;0.00;0.00;90660.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:06:39.56;
CB8209953;2020-09-03 10:06:36.943;dc6eb53ee6fb7e38177bcb2ef5931ad14b65d3fd582008a292260f422231491fbd1f217cc047e7586e602a0c965dfc2e;2020-04-08 00:00:00.0;2020-05-08 00:00:00.0;31;800130907;SALUD TOTAL EPS SA;127000.00;0.00;127000.00;0.00;0.00;0.00;127000.00;Éxito en la Notificación del Adquiriente;F0001CNUESTRA                                     ;2020-09-03 10:06:36.943;
